from,to,area_en,area_es,area_fr,qty,m2,remarks_en,remarks_es,remarks_fr,room_en,room_es,room_fr
ICU,BPPE,support areas,áreas de apoyo,zones de soutien,,0.5 (o),Optional. Provision of bay will depend on approach to storing PPE. May be provided as a wall mounted PPE unit.,Opcional. La provisión de la bahía dependerá del enfoque para almacenar el PPE. Puede proporcionarse como una unidad PPE montada en la pared.,Optionnel. La mise à disposition de la baie dépendra de l'approche de stockage des EPI. Peut être fourni en tant qu'unité EPI murale.,Bay - PPE (Personal Protective Equipment),Bay - EPI (Equipo de Protección Individual),Baie - EPI (équipement de protection individuelle)
ICU,SSTN-10,support areas,áreas de apoyo,zones de soutien,2,5 (o),Optional decentralised staff base. Many units use WOWs so staff are mobile and may not require a decentralised base. Location and no dependent on unit configuration. Locate to optimise line of sight to patient care areas.,"Base de personal descentralizada opcional. Muchas unidades usan WOW, por lo que el personal es móvil y es posible que no requiera una base descentralizada. Ubicación y no depende de la configuración de la unidad. Ubique para optimizar la línea de visión a las áreas de atención al paciente.","Base de personnel décentralisée en option. De nombreuses unités utilisent des WOW, de sorte que le personnel est mobile et n'a peut-être pas besoin d'une base décentralisée. Emplacement et non dépendant de la configuration de l'unité. Localisez pour optimiser la ligne de vue vers les zones de soins des patients.","Staff Station, 10m2","Estación de personal, 10m2","Poste du personnel, 10m2"
ICU,CIR,support areas,áreas de apoyo,zones de soutien,0.38,,Circulation rates may vary for different IPU service types.,Las tasas de circulación pueden variar según los diferentes tipos de servicios de la UIP.,Les taux de diffusion peuvent varier selon les différents types de services de l'UIP.,Discount circulation,Descuento en la circulación,Circulation à prix réduit
ICU,,staff areas,áreas de personal,zones du personnel,,4.4,Allocation will be dependent on staff profile and jurisdictional policies relating to staff work areas.,La asignación dependerá del perfil del personal y las políticas jurisdiccionales relacionadas con las áreas de trabajo del personal.,L'affectation dépendra du profil du personnel et des politiques juridictionnelles relatives aux zones de travail du personnel.,,,
ICU,SRM-15,staff areas,áreas de personal,zones du personnel,1,15,Includes a beverage bay,Incluye una bahía de bebidas.,Comprend une baie à boissons,"Staff Room, 15m2","Sala de personal, 15m2","Salle du personnel, 15m2"
ICU,BPROP,staff areas,áreas de personal,zones du personnel,1,3,Capacity for all staff and students located on the IPU,Capacidad para todo el personal y los estudiantes ubicados en la UIP,Capacité pour tout le personnel et les étudiants situés à l'UIP,"Bay - Property, Staff","Bahía - Propiedad, Personal","Baie - Propriété, Personnel"
ICU,WCST,staff areas,áreas de personal,zones du personnel,1,3,Number depends on staffing,El número depende de la dotación de personal,Le nombre dépend de l'effectif,Toilet - Staff,Aseo - Personal,Toilette - Personnel
ICU,CIR,staff areas,áreas de personal,zones du personnel,,0.25,Circulation rates may vary for different IPU service types.,Las tasas de circulación pueden variar según los diferentes tipos de servicios de la UIP.,Les taux de diffusion peuvent varier selon les différents types de services de l'UIP.,Discount circulation,Descuento en la circulación,Circulation à prix réduit
ICU,DISP-10,shared areas,áreas compartidas,zones partagées,1,10,May be shared between two Units,Puede ser compartido entre dos unidades.,Peut être partagé entre deux unités,"Disposal Room, 10m2","Sala de desechos, 10m2","Salle d'élimination, 10m2"
ICU,WCPU,shared areas,áreas compartidas,zones partagées,1,3,Number to be determined depending on number of units sharing access to public toilets.,El número se determinará en función del número de unidades que comparten el acceso a los baños públicos.,Nombre à déterminer en fonction du nombre d'unités partageant l'accès aux toilettes publiques.,Toilet - Public ,Aseo - Público,Toilettes publiques
ICU,BATH,shared areas,áreas compartidas,zones partagées,1,15 (o),Optional. Rarely included in recent developments. Refer to Section 2.4.2 and BCA requirements. Usually provided at one bath per floor or shared between two units.,"Opcional. Rara vez incluido en desarrollos recientes. Consulte la Sección 2.4.2 y los requisitos de BCA. Por lo general, se proporciona en un baño por piso o se comparte entre dos unidades.",Optionnel. Rarement inclus dans les développements récents. Reportez-vous à la section 2.4.2 et aux exigences BCA. Habituellement fourni à un bain par étage ou partagé entre deux unités.,Bathroom,Baño,Salle de bain
ICU,,shared areas,áreas compartidas,zones partagées,1,14 (o),"Optional. Provision will depend on service requirements and access to centralised allied health unit. To be shared between IPUs, ie 28m2 shared between 2 IPUs. Multifunctional allied health area to be fitted out depending on service profile, ie may include plinths for one on one therapy or group exercise equipment.  A set of stairs for assessment / education of patients should be included (however this may be provided within circulation areas subject to design).","Opcional. La provisión dependerá de los requisitos del servicio y el acceso a la unidad de salud aliada centralizada. Para ser compartido entre UIP, es decir, 28m2 compartidos entre 2 UIP. Área de salud afín multifuncional a acondicionar en función del perfil de servicio, es decir, puede incluir zócalos para terapia individual o equipos de ejercicio en grupo. Se debe incluir un juego de escaleras para la evaluación / educación de los pacientes (sin embargo, esto se puede proporcionar dentro de las áreas de circulación sujetas a diseño).","Optionnel. La prestation dépendra des exigences de service et de l'accès à une unité de santé paramédicale centralisée. A partager entre les IPU, soit 28m2 partagés entre 2 IPU. Espace paramédical multifonctionnel à aménager en fonction du profil de service, c'est-à-dire pouvant inclure des socles pour une thérapie individuelle ou des équipements d'exercice de groupe. Un ensemble d'escaliers pour l'évaluation/l'éducation des patients doit être inclus (cependant, cela peut être prévu dans les zones de circulation soumises à la conception).",,,
ICU,STGN,shared areas,áreas compartidas,zones partagées,1,12 (o),Optional. May be provided between two IPUs to store essential allied health consumables and equipment including mobility aids. ,"Opcional. Se puede proporcionar entre dos UIP para almacenar consumibles y equipos de salud relacionados esenciales, incluidas las ayudas para la movilidad.","Optionnel. Peut être fourni entre deux UPI pour stocker les consommables et équipements de santé paramédicaux essentiels, y compris les aides à la mobilité.",Store - General,Tienda - General,Magasin - Général
ICU,,shared areas,áreas compartidas,zones partagées,1,18 (o),Optional. May share with adjacent department. Multifunctional use. Size dependent on room usage requirements,Opcional. Puede compartir con departamento adyacente. Uso multifuncional. El tamaño depende de los requisitos de uso de la habitación,Optionnel. Peut partager avec le département adjacent. Utilisation multifonctionnelle. La taille dépend des exigences d'utilisation de la pièce,,,
ICU,WCAC,shared areas,áreas compartidas,zones partagées,1,6 (o),Optional. To be provided in one location per floor in line with DDA requirements. Note staff also require access to an accessible toilet.,Opcional. Se proporcionará en una ubicación por piso de acuerdo con los requisitos de la DDA. Tenga en cuenta que el personal también requiere acceso a un baño accesible.,Optionnel. À fournir à un endroit par étage conformément aux exigences de la DDA. Notez que le personnel doit également avoir accès à des toilettes accessibles.,Toilet - Accessible,Aseo - Accesible,Toilette - Accessible
ICU,CIR,shared areas,áreas compartidas,zones partagées,0.38,,Circulation rates may vary for different IPU service types.,Las tasas de circulación pueden variar según los diferentes tipos de servicios de la UIP.,Les taux de diffusion peuvent varier selon les différents types de services de l'UIP.,Discount circulation,Descuento en la circulación,Circulation à prix réduit
URG,AIRLE-12,entry,entrada,entrée,1,10,Offset doors,Puertas compensadas,Portes décalées,"Airlock - Entry, 12m2","Esclusa - Entrada, 12m2","Sas - Entrée, 12m2"
URG,WAIT-20,entry,entrada,entrée,1,50,"Open, dedicated waiting area observed from Triage & Reception. Area recommendations are indicative and will depend on the approach to sub-wait areas and consideration of local demographics. 1.2m2 recommended per seat, 1.5m2 per wheelchair space.  A separated paediatric waiting area is required and may be collocated with the paediatric zone where provided. ","Área de espera abierta y dedicada observada desde Triage & Reception. Las recomendaciones de áreas son indicativas y dependerán del enfoque de las áreas secundarias de espera y la consideración de la demografía local. Se recomiendan 1,2m2 por asiento, 1,5m2 por espacio para silla de ruedas. Se requiere un área de espera pediátrica separada y se puede ubicar junto con la zona pediátrica donde se proporcione.","Zone d'attente ouverte et dédiée observée depuis le triage et la réception. Les recommandations de zone sont indicatives et dépendront de l'approche des sous-zones d'attente et de la prise en compte de la démographie locale. 1,2 m2 recommandé par siège, 1,5 m2 par emplacement pour fauteuil roulant. Une salle d'attente pédiatrique séparée est requise et peut être colocalisée avec la zone pédiatrique, le cas échéant.","Waiting, 20m2","Espera, 20m2","Attente, 20m2"
URG,PAR,entry,entrada,entrée,1,6,Accessible from waiting areas.,Accesible desde las áreas de espera.,Accessible depuis les zones d'attente.,Parenting Room,Sala de Padres,Salle des parents
URG,BPH,entry,entrada,entrée,1,2 (o),,yaya,,Bay - Public Telephone,Bahía - Teléfono público,Baie - Téléphone public
URG,BVM-3,entry,entrada,entrée,2,3,,yaya,,Bay - Vending Machine,Bahía - Máquina expendedora,Baie - Distributeur automatique
URG,BWD-1,entry,entrada,entrée,1,"1
",,yaya,,Bay - Water Dispenser,Bahía - Dispensador de agua,Baie - Distributeur d'eau
URG,WCPU,entry,entrada,entrée,4,3,Allocation dependent on nearby amenities.  Changing Places toilet amenities should also be provided in this area if not provided elsewhere in the facility.,La asignación depende de los servicios cercanos. Los servicios de aseo de Changing Places también deben proporcionarse en esta área si no se proporcionan en otro lugar de la instalación.,Attribution dépendante des commodités à proximité. Des équipements de toilettes pour vestiaires doivent également être fournis dans cette zone s'ils ne sont pas fournis ailleurs dans l'établissement.,Toilet - Public ,Aseo - Público,Toilettes publiques
URG,WCAC,entry,entrada,entrée,1,6,,yaya,,Toilet - Accessible,Aseo - Accesible,Toilette - Accessible
URG,CIR,entry,entrada,entrée,0.3,,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
URG,REC-E,triage,triaje,triage,1,"30
","Staff to be able to observe & control access to treatment areas. Area allocation will be dependent on number of nursing and clerical staff to be accommodated.
",Personal para poder observar y controlar el acceso a las áreas de tratamiento. La asignación de áreas dependerá de la cantidad de personal de enfermería y de oficina que se alojará.,Le personnel doit pouvoir observer et contrôler l'accès aux zones de traitement. L'attribution de la zone dépendra du nombre d'infirmières et de personnel de bureau à loger.,"Reception, Emergency ","Recepción, Emergencia","Accueil, Urgences"
URG,TRIAGE-1,triage,triaje,triage,3,"13
","No. dependent on operational arrangements.
",No. depende de los arreglos operativos.,Non. en fonction des dispositions opérationnelles.,"Triage Assessment Room, Emergency - Type 1 ","Sala de evaluación de triaje, emergencia - Tipo 1","Salle d'évaluation de triage, urgence - Type 1"
URG,BHW,triage,triaje,triage,1,"2
",,yaya,,Bay - Height/ Weight,Bahía - Altura/ Peso,Baie - Taille/ Poids
URG,BMEQ,triage,triaje,triage,1,12,"Wheelchair/ trolley hold
",Soporte para silla de ruedas / carro,Support de fauteuil roulant/chariot,Bay - Mobile Equipment,Bahía - Equipo móvil,Baie - Équipement mobile
URG,OFF-S9,triage,triaje,triage,1,9,"NUM / Front of House coordinator. Requirements will depend on staff profile and local jurisdictional policies.
",NUM / Coordinador del frente de la casa. Los requisitos dependerán del perfil del personal y las políticas jurisdiccionales locales.,NUM / Coordinateur Front of House. Les exigences dépendront du profil du personnel et des politiques juridictionnelles locales.,"Office - Single Person, 9m2","Oficina - Persona sola, 9m2","Bureau - Personne seule, 9m2"
URG,,triage,triaje,triage,1,"1
","To be located in a non public area.
",Estar ubicado en un área no pública.,Être situé dans une zone non publique.,,,
URG,CIR,triage,triaje,triage,0.3,,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
URG,,ambulance areas,áreas de ambulancia,zones d'ambulances,1,8,Check local authority requirements for waste water detention requirements. ,Consulte los requisitos de las autoridades locales para conocer los requisitos de retención de aguas residuales.,Vérifiez les exigences des autorités locales pour les exigences de rétention des eaux usées.,,,
URG,AIRLE-12,ambulance areas,áreas de ambulancia,zones d'ambulances,1,12,Ambulance entry,Entrada de ambulancia,Entrée ambulance,"Airlock - Entry, 12m2","Esclusa - Entrada, 12m2","Sas - Entrée, 12m2"
URG,PBAT,ambulance areas,áreas de ambulancia,zones d'ambulances,6,6.5,"No. dependent on operational arrangements and peak ambulance offloads per hour.
Access to patient toilets, dirty utility room and clean/dirty linen required. 
","No. Depende de los arreglos operativos y las descargas de ambulancias máximas por hora.
Se requiere acceso a baños para pacientes, lavadero sucio y ropa de cama limpia / sucia.","Le nombre dépend des dispositions opérationnelles et des décharges d'ambulances de pointe par heure.
Accès aux toilettes des patients, buanderie sale et linge propre/sale requis.","Patient Bay, Emergency - Ambulance Triage  ","Bahía de Pacientes, Emergencia - Triaje de Ambulancia","Baie des patients, urgence - Triage des ambulances"
